issue_id,title,description,issue_type,priority,status,story_points,duration_days,created_date,due_date,assignee,project
PROJ-1140,Fix duplicate entries in kanban,A critical bug has been identified in the notification module causing data corruption. This needs immediate attention as it impacts mobile users.,Bug,Medium,To Do,4,19,2024-12-01,2024-12-20,user_16,Project-Delta
PROJ-1141,Create kanban sidebar navigation,Implement the client-side logic for file upload. Use existing design tokens and component library. Include unit tests.,Frontend,Medium,Done,4,22,2024-12-08,2024-12-30,user_8,Project-Alpha
PROJ-1142,Design report mobile layout,"Create high-fidelity mockups for the kanban module. Include hover states, loading states, and error states.",Design,High,In Review,4,24,2024-09-01,2024-09-25,user_10,Project-Zeta
PROJ-1143,Resolve 500 error on uploading files,Users are experiencing timeout exception when trying to filtering results. This affects premium tier users. Steps to reproduce: 1) Navigate to data export 2) Perform filtering results 3) Observe the error.,Bug,Low,To Do,2,15,2025-04-23,2025-05-08,user_13,Project-Theta
PROJ-1144,Create onboarding docs for activity feed,"Documentation task: Write comprehensive docs for timeline in workflow. Include code examples, diagrams, and troubleshooting tips.",Docs,High,To Do,4,12,2024-09-25,2024-10-07,user_5,Project-Theta
PROJ-1145,Build notifications file storage service,"Implement calendar backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Low,To Do,7,34,2025-02-08,2025-03-14,user_19,Project-Delta
PROJ-1146,Build permissions modal dialog,"Frontend implementation: Build the comments component for report. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,Medium,Done,7,37,2024-06-14,2024-07-21,user_1,Project-Epsilon
PROJ-1147,Set up secrets management for sprint,DevOps task: Set up infrastructure for comments in notification. Must follow security best practices and be documented in the runbook.,Devops,Medium,In Progress,8,31,2024-03-01,2024-04-01,user_10,Project-Gamma
PROJ-1148,Create kanban audit logging system,Create the server-side logic for search in billing. Follow RESTful conventions and include Swagger documentation.,Backend,Medium,In Progress,8,39,2024-08-20,2024-09-28,user_14,Project-Theta
PROJ-1149,Build settings health check endpoint,"Backend development: Implement the sprint planning service in payment. Include proper error handling, input validation, and database transactions.",Backend,High,Done,4,26,2024-02-27,2024-03-24,user_18,Project-Delta
PROJ-1150,Set up log rotation for payment,"Housekeeping task to submitting forms in project. Low risk, but important for long-term code health.",Task,Low,In Progress,5,16,2025-04-05,2025-04-21,user_2,Project-Theta
PROJ-1151,Implement payment state management,Build notifications with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Medium,To Do,3,21,2025-02-22,2025-03-15,user_7,Project-Beta
PROJ-1152,Resolve crash when uploading files on Azure,Intermittent timeout exception reported by multiple users when deleting records. Stack trace points to user handler.,Bug,Medium,Done,7,25,2025-01-27,2025-02-21,user_12,Project-Eta
PROJ-1153,Add multi-language support for profile,We need to implement permissions in the inventory module. This will allow users to exporting reports and significantly improve productivity.,Feature,Medium,Done,6,33,2024-07-20,2024-08-22,user_8,Project-Alpha
PROJ-1154,Fix null pointer exception in notification,A critical bug has been identified in the sprint module causing data corruption. This needs immediate attention as it impacts premium tier users.,Bug,High,Done,2,15,2025-04-24,2025-05-09,user_2,Project-Eta
PROJ-1155,Handle missing field validation in settings,Users are experiencing authentication failure when trying to updating profile. This affects new signups. Steps to reproduce: 1) Navigate to task board 2) Perform updating profile 3) Observe the error.,Bug,Highest,In Progress,1,14,2025-03-22,2025-04-05,user_8,Project-Alpha
PROJ-1156,Create automated search workflow,"As a user, I want to loading dashboard so that I can improve my workflow. Acceptance criteria: 1) kanban is accessible from task 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Medium,In Progress,9,44,2024-10-21,2024-12-04,user_19,Project-Zeta
PROJ-1157,Set up monitoring for data export,Sprint task: Complete syncing data for task board. Coordinate with the team for any blocking dependencies.,Task,Low,To Do,8,30,2024-11-16,2024-12-16,user_18,Project-Theta
PROJ-1158,Implement comments form validation,Build reporting with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Low,In Progress,6,24,2024-10-02,2024-10-26,user_8,Project-Delta
PROJ-1159,Set up load balancer for activity feed,Set up kanban infrastructure with high availability and fault tolerance. Document all configuration in the wiki.,Devops,Medium,In Review,6,30,2024-05-10,2024-06-09,user_11,Project-Beta
PROJ-1160,Add multi-language support for profile,We need to implement calendar in the user module. This will allow users to deleting records and significantly improve productivity.,Feature,Low,To Do,11,62,2025-03-23,2025-05-24,user_7,Project-Delta
PROJ-1161,Correct wrong calculation in permissions,A critical bug has been identified in the dashboard module causing authentication failure. This needs immediate attention as it impacts the reporting module.,Bug,Low,In Progress,3,19,2024-12-26,2025-01-14,user_13,Project-Delta
PROJ-1162,Resolve CORS error in auth API,"After the recent deployment, calendar is throwing performance degradation. The root cause appears to be in the notification service layer.",Bug,Low,In Progress,7,28,2024-02-20,2024-03-19,user_11,Project-Delta
PROJ-1163,Debug flaky test in auth,A critical bug has been identified in the user module causing UI freeze. This needs immediate attention as it impacts new signups.,Bug,Medium,To Do,5,22,2024-08-01,2024-08-23,user_5,Project-Delta
PROJ-1164,Implement backlog infinite scroll,Create a performant notifications UI component. Optimize for re-renders and ensure smooth animations at 60fps.,Frontend,Medium,To Do,8,35,2025-01-10,2025-02-14,user_6,Project-Gamma
PROJ-1165,Configure rate limiting for analytics API,Routine maintenance task: saving data in the profile module. Ensure all tests pass after changes.,Task,Medium,Done,2,14,2025-03-07,2025-03-21,user_3,Project-Gamma
PROJ-1166,Build kanban React component,Build sprint planning with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Highest,In Progress,3,21,2024-07-29,2024-08-19,user_1,Project-Epsilon
PROJ-1167,Resolve CORS error in notification API,Users are experiencing unexpected behavior when trying to syncing data. This affects premium tier users. Steps to reproduce: 1) Navigate to user management 2) Perform syncing data 3) Observe the error.,Bug,High,In Progress,4,19,2024-11-13,2024-12-02,user_12,Project-Epsilon
PROJ-1168,Create timeline audit logging system,Build a scalable comments API endpoint. Must handle concurrent requests and include proper logging.,Backend,Low,To Do,11,46,2024-07-13,2024-08-28,user_18,Project-Theta
PROJ-1169,Implement task board form validation,Build notifications with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Highest,In Progress,2,15,2025-04-03,2025-04-18,user_8,Project-Delta
PROJ-1170,Fix duplicate entries in calendar,"The comments feature fails silently when saving data. No error logs are generated, making debugging difficult.",Bug,Medium,To Do,4,22,2024-01-09,2024-01-31,user_19,Project-Gamma
PROJ-1171,Create user management audit logging system,"Implement data export backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Low,In Progress,8,44,2025-01-13,2025-02-26,user_3,Project-Zeta
PROJ-1172,Add submitting forms capability to project,New feature request from stakeholders: timeline capability in settings. Should support bulk operations and saving data.,Feature,Medium,To Do,9,46,2024-09-08,2024-10-24,user_12,Project-Eta
PROJ-1173,Resolve login failure on Safari,"The notifications feature fails silently when submitting forms. No error logs are generated, making debugging difficult.",Bug,Medium,In Progress,6,22,2024-03-19,2024-04-10,user_5,Project-Eta
PROJ-1174,Fix layout break in user management component,"After the recent deployment, calendar is throwing a null reference error. The root cause appears to be in the settings service layer.",Bug,Low,In Progress,5,16,2024-08-08,2024-08-24,user_18,Project-Eta
PROJ-1175,Design user mobile layout,Redesign the backlog experience to improve usability. Conduct user research and create wireframes before final design.,Design,Medium,In Progress,4,27,2025-02-02,2025-03-01,user_18,Project-Delta
PROJ-1176,Create reporting template system,Product requirement: Build a comprehensive sprint planning system integrated with notification. Must support filtering results with proper validation and error handling.,Feature,Medium,Done,8,31,2024-05-21,2024-06-21,user_10,Project-Theta
PROJ-1177,Create new calendar dashboard widget,We need to implement user management in the analytics module. This will allow users to filtering results and significantly improve productivity.,Feature,Medium,In Progress,12,54,2024-06-19,2024-08-12,user_11,Project-Theta
PROJ-1178,Implement role-based access for permissions,We need to implement timeline in the analytics module. This will allow users to filtering results and significantly improve productivity.,Feature,Low,To Do,9,38,2025-01-11,2025-02-18,user_19,Project-Delta
PROJ-1179,Configure alerting rules for report,"Infrastructure: Configure kanban deployment pipeline. Include automated testing, staging validation, and rollback procedures.",Devops,Low,Done,5,28,2024-08-24,2024-09-21,user_15,Project-Epsilon
PROJ-1180,Migrate permissions data to new schema,Sprint task: Complete filtering results for calendar. Coordinate with the team for any blocking dependencies.,Task,Medium,In Progress,5,17,2024-02-07,2024-02-24,user_20,Project-Theta
PROJ-1181,Document report error codes,"Update technical documentation for dashboard. Cover API endpoints, data models, and authentication flow.",Docs,Highest,In Progress,2,12,2024-02-25,2024-03-08,user_12,Project-Gamma
PROJ-1182,Configure database replication for file upload,DevOps task: Set up infrastructure for user management in user. Must follow security best practices and be documented in the runbook.,Devops,High,To Do,4,22,2024-09-22,2024-10-14,user_15,Project-Zeta
PROJ-1183,Create notifications audit logging system,"Backend development: Implement the user management service in analytics. Include proper error handling, input validation, and database transactions.",Backend,High,Done,6,30,2025-03-01,2025-03-31,user_12,Project-Epsilon
